Message;Real_Risk
Не работает светильник аварийного освещения в помещении РУ-6 позиция 31.;
Не убраны снежные шапки с щитов освещения ЩО 01-19, ЩО 01-98.;
В помещении приточной вент камеры П3 позиция 4 не закрыт короб кабель канала.;
В приточной вент камере П2 позиция 12 нечитаемая маркировка понижающего трансформатора 36В.;
Наледь перед входами в СЭБ позиция 90.;
Наледь на лестничном марше. Выход из ЦРД возле Н-6;
Наледь на площадке обслуживания Т/А №122.;
Выцвел знак на блок-боксе ЭХЗ КГС №326 УКПГ-3С;
Заметена снегом площадка БЭКС КГС №333 УКПГ-3С;
Занесены снегом подходы к площадкам обслуживания ГПА №122,123,124;
Подтеки масла на корпусе насоса Н-10/10;
Посторонние предметы между насосами Н-10/4 и Н-10/5;
Пункт 2.1.5 Чек листа. После чистки трактора образовались наносы снега на подходе к складу смазок ГП-7.;
Образование наледи на лестничной площадке входа в ЦПГ со стороны БППП. Возможно падение на скользкой поверхности.;
Занесены снегом площадки входа в ЗПА;
Затруднен вход в помещение аварийного запаса, неполное откытие двери, вследствии образования ледяного выступа.;
Сорвано заземление корпуса насоса Н-3/1 в блок боксе насосной метанола.;
Опасный снежный навес, сосульки на козырьке входа/выхода БППП;
На насосе Н-4а/2 повышенная утечка перекачиваемой жидкости через сальниковую набивку;
ЦРМ, Н10а-1 отсутствуют пломбы на фланцевых соединениях.;
Обледенение площадки входа в насосную ДЭГа и метанола.;
Свисание сосулек с козырька парадного входа в БППП.;
ДКС: гололёд на путях передвижения персонала.;
Красная метка на манометре (давление топливного газа перед узлом замера УПТИГ-1) смещена от регламентированного значения;
Перегорела лампа фонаря аварийного освещения тамбур-шлюза двери №2 в ангаре ГПА№913.;
Посторонние предметы возле компрессорной КИП и А;
Наледь на лестнице КПП.;
поз.7.0 Нарушена изоляция на ар.блоке №1;
Пожарный гидрант №7 ТК-5 не очищен от снега и наледи.;
поз.72 Е-1 Нарушено АКЗ ЗРА на нагнетании насоса Н-1;
поз.7.0 30РД-1/2 Линия НДЭГа нарушено крепление бирки с технологическим номером 7В23.2;
поз.50Е-6 поз.21 Площадка обслуживания занесена снегом.;
Лёд на козырьке КТП АВО газа.;
Нарушена герметичность мягких вставок на вытяжной вентиляции В-4/1 (УОГ).;
Посторонний шум на вытяжной вентиляции В-1/2.;
Завалены снегом проходы к пускателям АВО газа после уборки снега спецтехникой.;
"Занесены снегом площадки обслуживания кранов на ""гитаре"".";
Отсутствует антигололедное покрытие перед лестницей в ПЭБ;
Пункт 2.1.3 Чек листа. Заметена крыша холодильной камеры Столовой ГП-7.;
На лестнице технической части не горит лампа аварийного освещения .;
В НМ возле Н-4/1, масляные пятна на путях передвижения.;
В НМ возле Н-4/1, масляные пятна на путях передвижения.;
Здание БВП с крыши образовались сосульки над входом в гаражи и холодный склад.;
Проход между шкафами захламлен висящей спецодеждой, шкаф УСО открыт, лестница установленная возле шкафа САЗ частично перегораживает проход, на лестнице отсутствует бирка.;
Пункт 2.1.2 Чек листа Слесаря по ремонту ТУ. Посторонние предметы по маршруту обхода от СЭБ до БВС. Разбросан металлолом возле контейнера БВС.;
Отсутствует табличка с технологическим номером на ЗРА Р 2.2;
Плохочитаема схема включения аппарата Е-8А;
ЦРД. Сломана дверная ручка в тамбур-шлюзе.;
Наличие замазученности на приводе шарового крана № 13-7, № 14-7 д/у 50 в БОА.;
ЦРМ Н-10Б/1 на входном т/п не закреплен крепежный хомут;
Отсутствовала маркировка шарового крана Г204.1;
Отсутстует обозначение направления газа на свечной линии АР-01;
Сосульки на блок-боксе товарных операторов;
Отсутствует табличка с номером крана №5 на Т/А №126.;
Занесена снегом подъздная дарога к ГФУ;
Занесен снегом ПГ-5;
ЦПГ. Площадка БТДА № 3. Посторонние предметы (сигнальная лента,рабочий инструмент);
Пункт 3.1.6. Чек листа для слесаря по ремонту ТУ. Необходимо очистить дреннажную ванночку Н-4а-4 от солевых отложений.;
Пункт 3.1.7 Чек листа. Нарушена целостность ЛКП насоса Н-4а-1. Ржавчина и подтеки смазочных материалов.;
Наледь на козырьке крыши ПОРМ;
Маслохозяйство. Емкость 48Е-4. Ветром сорвало табличку с обозначением измеряемого параметра с термометра биметаллического;
Обледенение подхода к маршрутной лестнице АБК.;
ГТЭС-24, Г-2, УТО-2 задвижка отсутствует знак защитного заземления.;
Недостаточное освещение на УОГ.;
Повреждена информационная табличка на датчике (перепад давления на фильтре воздуха) на ГПУ-114;
ДКС 2/2 АВОг: посторонние предметы на площадке обслуживания.;
Неисправен доводчик на входной двери в переходную галерею БППП;
Наледь на площадке БВП.;
ЦПГ пожарный выход отсутствует знак указывающий выход на право;
ЦРМ. Рабочая площадка Е-1а, неисправна лампа овещения.;
Поз.322 . Нет обозначения кнопки включения насоса.;
Поз.322. На лестницах нет знаков безопасности.;
Поз. 56. Посторонние предметы на шкафу управления калорифером.;
Поз.56. Негерметичность вентиля, утечка по сальнику.;
"ЦПГ. Опознавательная табличка ""огнетушитель"" ОП№15, закреплена ниже 2х метров от уровня пола.";
Поз.56. Заменить неактуальное поручение ГП-1С №14 от 11.01.2021г.;
ГТЭС-48, БМО-3, ВОТ1 требуется обновление стрелки направления вращения;
Перегорела лампа освещения под КШТ ГПА-224;
С козырька здания запасного входа цеха АСУТП (напротив магазина №6) сошёл большой массив снега со льдом, была опасность получить травму.;
"Нарушено крепление таблички ""ВЫХОД"" на двери ОН ГПА 714.";
Территория ГП-не открываются из-за снега ворота №3;
ТКПГ-ограждения при выходе со стороны БТДА№9 плохо закреплены;
Обнаружены подтёки масла на станине и под ней насос Н1-20 из-за износа сальниковой манжеты на валу регулировки хода плунжера. Здание ТКПГ, насосная метанола.;
Наличие мусора, загрязнённости на поверхности пола в БП ГПА.;
На установке приготовления раствора коагулянта КОС-75 ГП-3С, плохо читается направления вращения ручки пуска установки.;
ЦРМ, выход со стороны компрессорной воздуха. Свисание наледи с козырька лестничной площадки.;
Занесена снегом лестничная площадка склада красок.;
Наледь на лестничной площадке ВХ-2А1, ВХ-2А2;
Пункт 3.4.1. Чек листа для слесаря по ремонту ТУ.ЦРД. Пропуск по фланцу задвижки у Н-10-2.;
Пункт3.1.6.Наличие солевых отложений на дренажной ванночки насоса Н-2а-2. Необходимо очистить ванночку от солевых отложений.;
Пункт 3.3.5 Чек листа для слесаря по ремонту. На линии охлаждения Н-10-7 насоса забита трубка ржавчиной. Необходимо очистить трубку от ржавчины чтобы обеспечить проход воды.;
Пункт 3.1.6 Чек листа для слесаря по ремонту ТУ. ЦРД. Подтеки масла под Н-10-5.;
Перегорела лампа аварийного освещения на первом этаже БППП.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Необходимо очистить от снега подходы и проходы к Шаровым кранам на ППА.;
Недостаточное освещение в помещении УП ДКС-1;
Посторонние предметы возле Р-1А;
В ТКПГ на ППА нарушена целостность провода заземления 5 т.н.;
ЦРМ. Не достаточное освещение площадки обслуживания К 1А ( 2 этаж ).;
Обнаружен провис кабеля датчика температуры воздуха в ОМА ГПА-123;
ГПУ № 2116 частично отсутствует освещение отсека двигателя.;
Недостаточное освещение в арматурном блоке ППГ;
Недостаточное освещение в помещении насосной маслохозяйства.;
Касание площадки обслуживания об элементы ЗРА на скважине 513.4.;
Нет доступа к шлейфовой отсекающей задвижке на скважине 506.3.;
Нет доступа к шлейфовой отсекающей задвижке на скважине 502.7.;
Неплотное прилегание скользящей опоры ЗЛТП скважины 506.2.;
Выступ из-под земли металлического элемента возле скважины 511.4.;
Наледь на крыше и площадке перед входом БВП.;
Обледенели ступени на входе в здание узла подключения ДКС-1оч.;
Не очищен от снега подход к печи П-1.1;
Перегорела лампа освещения на пульту АРМ в БППП;
В мастерской УТО БТДА отсутствует табличка “Осторожно Ступенька” при входе в учебный класс;
Наледь на лестнице для подъема;
"Повреждение таблички ""Выход"" на выходе из насосной конденсата";
Неисправность работы доводчика двери на выходе из цеха ЦСГ-1 очереди.;
Посторонние предметы (ветошь) между насосами Н-10/11 и Н-10/12;
Низкий уровень масла в переднем картере подшипников Н-20/3;
Уровень масла ниже нормы в насосе Н-4/1;
Лед на ступенях маршевой лестнице на входе площадки НК и ЦСГ-1оч.;
Подтеки масла на станине насоса Н-10/10;
Неисправность доводчика двери на входе (ст. 88 ФЗ № 123);
Уровень масла ниже нормы в насосе Н-4/2;
Пункт 2.1.7 Чек листа. Информационная табличка План эвакуации здания СЭБ 1 этаж висят 2 плана на 2023 и 2022 г.;
Перед входом в Административный центр (корпус В) закреплено жесткое покрытие салатового цвета, которое предназначено для очистки обуви от излишков снега. С правого края указанное покрытие задралось и при невнимательности работников может привести к их травме.;
Неисправна (моргагет) лампочка в ТКПГ в районе турбодетандера №7;
Занесены снегом проходы на площадку обслуживания ЕП-1;
Посторонние предметы на площадке обслуживания Р-2/1;
Отсутствует информационная табличка на ГПУ-212;
Занесены снегом подходы к ПГ-19;
При входе в ПЭБ замело мокрым снегом извещатель пожарный ручной, замело его знак, а также кропку центрального откдючения вентиляции;
Во время обхода обнаружил ослабшее крепление защитного заземления термошафа Диабокс на АВО УОГ;
Наледь на козырьках ПОРД;
Здание КПП со стороны входа в вент. камеру рядом с перилами была обнаружена информационная табличка с острыми выпирающими саморезами.;
Посторонние предметы в блок боксе метанола.;
"Территория ГП- ""гитара"" Г-516/1,2 Г-515 занесены снегом площадки обслуживания";
Территория ГП шкаф для хоз.инвентаря возле ПОРДиМ- сломана петля двери;
Посторонние предметы, мусор на территории товарного парка;
Повышенная вибрация на выходном маслопроводе насоса НПМК.;
Занесины снегом подходы к переходы лестничных маршей УОГ и АВОг;
КОС ГП -3В. У пожарного шкафа, расположенного на внутриплощадочной сети ХВС упала дверь (лопнули сварочные швы на шарнирных петля) в шкаф попадает снег, затруднен доступ к пожарному гидранту.;
Пункт 2.1.2 Чек листа для слесаря по ремонту ТУ. Посторонние предметы возле контейнера для металлолома.;
Пункт 1.1 Чек листа. Трещины на шланге огнетушителя на 1 этаже БВС. Необходима замена.;
Пункт 2.2.6 Чек листа. Загрязненности поверхностей оборудования, пола, конструкций помещений по маршруту обхода.;
Присутствие наледи и сосулек на козырьке парадного входа в БППП.;
БПТПГ: неисправен фиксатор двери тамбура.;
ГТЭС-24, обледенение дорожки на пути передвижения персонала по территории. Возможно падение персонала.;
Прослаблено уплотнение кабельного ввода на датчике оборотов ТН на ГПА-123;
Посторонние предметы в бытовом помещении БППП;
Скользкие подходы в ПЭБ.;
Недостаточное освещение в отсеке маслоагрегатов на Т/А№123.;
Наледь на путях передвижения по маршруту обхода;
Подтеки масла на корпусе насоса Н-1М;
Высокая вероятность падения (проваливания) работников, автомобильного транспорта в неочищенную ливневую канализацию. До очистки ливневой канализации необходимо установить сигнальные вешки (флажки).;
Порвана мягкая вставка В-1 ЦСГр;
Порвана мягкая вставка В 1-1 ЦПГр;
Посторонние предметы (ветошь) возле насоса Н-2/1;
В мастерской УТО БТДА на проходах вдоль токарных станков наличие на полу металлической стружки;
Отсутствует антигололедное покрытие перед лестницей в ПЭБ;
В силовом тренажерном зале не горит большинство ламп дневного освещения .;
Свисание сосулек с крыши ЦПГ в сторону АВО;
Свисание сосулек с козырьков ЦРД;
Отсутствует табличка с нумерацией согласно технологической схеме на кране импульсного газа;
Не целостна информационная табличка на двери ВХ-5;
Посторонние предметы за отбортовкой на 1-ом этаже;
Свисание сосулек с крыши печей П-1/1,2;
ЗПА занесены снегом пожарные выходы;
Наледь на входе насосной склада масел.;
Капельная утечка на сливном маслопроводе передней опры компрессора по смотровому окну.;
возможно падение снега с крыши на лестницу поз 1 левый вход;
Не исправна лампа аварийного освещения БППП 2 этаж;
Сосульки на здании горячих насосов УПМТ;
Наледь на путях передвижения к АБК, риск падения человека на скользкой поверхности;
"АГРС ""Промбаза"", ПТПГ-30 №1, №2, №3. Отсутствует табличкас наименованием измеряемого прибора";
РММ. Снег на подходе к пожарному гидранту №1.;
Течь из под гофры унитаза УЭМПГ и ГРС.;
Неправильная нумерация ЗРА на ВХ-3;
Наледь на площадке обслуживания перед входом в П-1А/2;
Наледь на лестнице перед входом в ЦРМ 2 этаж со стороны АВО;
Обледенение путей передвижения по маршруту от БППП до БВП.;
ГТЭС-48, БПГ, Отсек управления, не читаемая бирка на питающем кабеле шкафа КИПиА;
Остановки автобусов не посыпаны песком. Высокая вероятность травм.;
Недостаточное освещение в компрессорной КИП и А;
Шаровой кран на импульсной линии (давление до фильтров масла смазки двигателя ГПА-125) находится в промежуточном положении;
Перегорела лампа фонаря аварийного освещения тамбур-шлюза двери №2 в ангаре ГПА№913;
Недостаточное освещение в помещении насосной маслохозяйства.;
Гололед перед входом в ПЭБ.;
Слабый заряд аккумулятора газоанализатора СЕАН-Н №6065 .;
Наледь на лестнице ЦРД 2-й этаж выход возле насосов Н-6;
Отсутствует указатель направления вращения штурвала на задвижке Н-2а.7 на линии нагнетания насоса Н-2а.;
Посторонние предметы в районе емкости Е-3а (ведро, ключи, ветошь).;
Обледенели пути обхода на територии ДКС.;
ДКС 2/1 кран № 22 отсутствует табличка с номером.;
ЦРМ. Н-10а/3 розливы жидкости.;
ЦРД, свисание снежной массы с козырька крыши центрального входа, присутствует вероятность срыва.;
Недостаточное количество противогололедных материалов на пути передвижения персонала, участок от АБК до котельной. Присутствует вероятность падения на скользкой поверхности.;
ПРМ-посторонние предметы при входе в помещение;
Подтеки масла в ОМА ГПУ-211;
"База РЭЦ Центральный теплопункт. Запрещающие знаки Р02 ""Запрещается пользоваться открытым огнем и курить"" и Р12 ""Запрещается загромождать проходы"" - не соответствуют установленным требованиям ГОСТ.";
Наличие снежного наката, наледи на поверхности центральной дороги ДКС.;
Повреждена бирка на мусорном баке на базе РЭЦ.;
БППП лежит лопата на пож выходе 2 этаж;
Плохо читаемая бирка испытания на лобзике Makita.;
Наледь на площадках обслуживания ГПА №611.;
На балансировочном станке в мастерской УТО БТДА нарушено лакокрасочное покрытие.;
Наносы снега к подходам и лестницам печей П1У1, П1У1;
Узел Замера Газа на входной двери не исправна ручка;
Порвана мягкая вставка В-4-1 ЦПГ1;
Загрязнение пола вблизи насоса Н-26/5;
Уровень масла ниже нормы на насосе Н-4А/2;
Наледь на площадке Р-2;
Неисправность доводчика двери на входе (ст. 88 ФЗ № 123);
Пропуск сальникового уплотнения по штоку на задвижке нагнетательного трубопровода на насосе Н-26/6;
Посторонние предметы на наружной территории по маршруту обхода;
Не закреплена решётка второй ступени лестницы технологического отсека МКУ-504;
Не горит лампа светильника аварийного освещения в тамбуре УОГ;
УМС. Наличие снега и наледи на путях передвижения. Посторонние предметы в помещении.;
"Харвутинский купол. УКЗ №1. ВЛ-48В опоры 11; 17 - обрыв вязокна изоляторах (2шт).";
Обнаружены подтеки масла на станине насос Н1-2 ТКПГ насосная метанола.;
На лестничной площадке возле выхода №3 стоит 200 литровая бочка частично перекрывая проход.;
Харвутинский купол. УКЗ №2. Тех. осмотр ВЛ-48В. Обломан крюк подвески кабеля ЭНЕС, разрыв троссовки.;
Харвутинский купол. УКЗ №3. Тех. осмотр ВЛ-48В. Обрыв вязки провода на изоляторе.;
Не обозначены плакатами и неограждены полки кабельной эстакады находящиеся на уровне головы на лестничной площадки ДЭС-3;
ГПА-726 Посторонние предметы на площадке обслуживания нагнетателя;
ТКПГ площадки обслуживания абсорберов 3 уровень-плохо видны обозначения входа на переходы между уровнями;
ТКПГ -недостаточно освещенности возле БТДА№7;
Б/б насосной метанола-плохо срабатывает пускатель вытяжной вентиляции;
ЦРД.Не достаточное освещение на переходе возле Е-4.;
ТКПГ, А1-4 нечитаемая схема включения аппарата;
ТКПГ, А-1/6 отсутствует табличка с нумерацией ЗРА на линии дренажа;
"ЗПА. Отсутствует табличка ""При передвижении по лестнице держаться за поручни"" на одном из проходов площадки обслуживания";
"ГТЭС-24, ТМБ, маслоаппартная , на БРНО двигателя отсутствует знак ""Осторожно! Электрическое напряжение""";
Пыль на станине насоса Н-10А.1;
Наледь на ступеньках лестницы входа в БППП;
Повреждены заземляющие проводники на кабелях датчиков (давления, перепада давления, температуры топливного газа на ГПА-121;
Посторонние предметы возле УТЕ;
Поз.1 (ЗПА), район ТК-2. Образование наледи на крыше.;
ГПУ № 214: утечка горячего воздуха по сальноковому уплотнению штока задвижки обогрева маслобака двигателя.;
Поз.4 (Цех первичной сепарации). Образование наледи на ступенях маршевых лестниц.;
Поз.3А (Площадка АВО газа 20ВХ-2). Провисание двери на 20ВХ-2/2.;
Поз.18 (УУКГ). Посторонние предметы в шкафу для хоз. инвентаря.;
"Поз.52 (Резервуар промышленных стоков) - Поврежден знак безопасности ""Держаться за перила""";
Не работает светильник аварийного освещения на входе в помещение насосной маслохозяйства.;
Не работает доводчик на двери запасного выхода с ПЭБА.;
Посторонние предметы на площадке материального склада.;
УОГ, занесена снегом лестничная площадка помещения компрессорной.;
"КОС УКПГ-1В. Отсутствует предупреждающий знак W26 ""Осторожно.Горячая поверхность"" на электрическом обогревателе ПЭТ-1.";
ЦРМ. Розлив жидкости в районе Н-3а/1;
Пришла в негодность памятка о безопасности передвижения по лестницам установленная при входе в здание ПЭБ;
"Плохо читается, выцвел знак ""И"" (индикатор) на манометрах позиционера антипомпажного крана ГПА№915.";
На двери ГПА№917 отклеена табличка указывающая направление открытия двери в случае эвакуации.;
На маршруте от СЭБ до котельной, гололёд, скользкие пути следования работников.;
Отсутствует табличка с нумерацией на ЗРА Г107;
Не исправлен манометр на линии всаса насоса Н-7/1;
Грязь возле емкости Е-5а;
Отсутствует сигнальная разметка малозаметного препятсвия над Р-2/1;
Выявлена некорректная работа концевика на заточном станке в помещении мастерской МРУ здания ЛЭС.;
Обнаружен скользкий участок возле остановки вахтового транспорта МРУ;
Выявлено на полу скопление песка в коридорах и кабинетах здания АБК поз.9.18;
В мастерской УТО БТДА посторонние предметы в инструментальном шкафу.;
На входе в ПЭБ с крыши свисает снег, образовались сосульки;
Отсутствует рукоятка насоса крана №11 ГПА №226;
Образовался лёд на подходах к лестницам здание БВП.;
Отсутствуют указатели направления газа Поз. №1. БРГ. АГРС.;
"Отсутствует информационная табличка ""ВЫХОД"" поз. №13. АГРС.";
"ГТЭС-24, каб.111.ПЭТЛ. Стационарная испытательная установка. Отсутствует (отклеился) знак ""Заземлено"" в месте присоединения заземляющего проводника к корпусу СИУ.";
Здание УМВ. В помещении возвратной тары и первичной мойки инструкция по приготовлению раствора для предварительного мытья бутылей без подписи. Подпись стерлась (выцвела).;
В помещении ДЭС неисправна лампа освещения.;
Гололед на подходе к поз 4;
Отсутствует схема внешних подключений УКЗ №9.2 УКПГ-2В;
На ГАЗ-200 ККС №320 УКПГ-3С отсутствует информационная табличка.;
На ГАЗ-200 КГС №3331 УКПГ-3С отсутствует информационная табличка.;
Отсутствует знак на КИП ГАЗ-200 УКЗ №321 УКПГ-3С.;
"На входе в ВОС-200 ГП-1С не читаем знак безопасности ""Держитесь за поручни"" в связи с износом";
Нарушена целостность пломбы на чеке огнетушителя ОП-8(з) запорно-пускового устройства в блоке СВО на ГПА № 911.;
ЦПГ свисание наледи с крыш;
Наледь на площадках обслуживания ГПА №623.;
товарном парке УПМТ замерзшие трубопроводы слива сточных вод;
Пункт 1.1 чек листа. В венткамере ЦРДиМ 1 этаж, на огнетушителе ОП-8 трещина на шланге распылителя.;
Пункт 2.1.3 чек листа. Вход в ЦПГ со стороны АВО наледь и снег на козырьке входной двери. Возможно падение на работников.;
Пункт 2.1.6 чек листа. На пути передвижения к Станции пожаротушения отсутствует противогололедный реагент. Есть вероятность падения работников.;
Пыль на станине С-3.1;
Не работает лампа освещения АР-02;
ГГУ-занесена снегом площадка обслуживания крана Г1,7;
"Технологические сети""гитара""-плохо видна нумерация свечных кранов";
ГПА 715 посторонние предметы на площадке выкатки двигателя.;
"ГТЭС-48, ОБУ, 50ТП-10, требуется замена знака ""Огнетушитель"".";
ДКС 2/1 УПТИГ: наледь на площадке обслуживания СПУ-2.;
Прослаблено уплотнение кабельного ввода на датчике (температура воздуха под кожухом двигателя) на ГПА-124;
Поврежден заземляющий проводник кабеля на датчике давления масла смазки двигателя на ГПА-124;
Перегорела лампа освещения в тамбур-шлюзе;
Неисправен доводчик двери в торце технологического корпуса;
Наледь на ступенях лестницы в блок СВО ГПА№916.;
Наледь на входе в УПТ;
Наледь на площадке обслуживания ПОРМ;
Оторвано заземление двигателя вентиляции в арматурном блоке ПОРД;
После уборки снега бульдозером завалена лестница подъема на площадку обслуживания теплообменника Т-1А;
Пришла в негодность бирка с датой осмотра огнетушителя в помещении п.307;
Плохо читаема технологическая схема в помещении п.301;
АВГМ п.302-6 отсутствует стрелка направления движения среды на трубопроводе газа на горелку.;
образование наледи на пешеходной дорожке перед ПЭБом п.324.;
Отсутствует освещение в тамбуре УПТИГа-1оч.;
ЦРД. ОП-8 №46 Неисправен шланг подачи огнетушащего вещества.;
ЦРД. Посторонние предметы (запорная арматура Ду 50) на площадке запасного выхода.;
Недостаточное количество противогололедных материалов на пути передвижения персонала, участок от КПП до АБК. Присутствует вероятность падения на скользкой поверхности.;
Перед входом в насосную масла образовалась наледь. Риск поскальзывания работников;
В укрытии емкости поверхностных стоков образовалась наледь. Риск поскальзывания работников;
Беспорядочное хранение инвентарных заглушек поз.41;
На пожарном шкафе поз.41 демонтированные неактуальные регистрационные таблички ГПМ;
Перепад высот перед проходной поз.31, после снегоуборочных работ. Имеется вероятность падения;
Участие в АПК второго уровня в составе комиссии;
Посторонние предметы поз.43;
Не актуальные ключевые правила на стенде поз.82;
Не актуальные ключевые правила на стенде поз.320;
"Не установлен знак ""Осторожно! Тепловая обработка"" при проведении пропарки 20А-1/9 поз.4";
Посторонние предметы возле УТЕ;
Отсутствует антигололедное покрытие на территории УППГ-3В;
Неисправность доводчика двери на входе в ЦРМ (ст. 88 ФЗ № 123);
Порвана мягкая вставка В-10.1 ЦПГр;
Порвана мягкая вставка В-16.1 ЦПГр;
Подтеки масла на станине насоса Н-10/6;
Утечка жидкости по сальниковому уплотнению насоса Н-11;
На деревянном поручне, при спуске со 2 на 1 этаж АБК, возможно повреждение верхних конечностей о выступающий гвоздь крепления;
На территории СТО Урал у стойки для осмотра автомобилей просрочена дата осмотра (07.10.2022);
СТО Урал, туаленая комната проведена уборка, но отметка о выполнении работ не проставлена.;
Здание СЭ-1 дверь входная. Обналичник двери оторван в верхней части, подклинивает дверь при закрытии. Необходимо закрепить.;
На козырьках крыш скоплние большого количества снега, козырек при входе и с торца. Возможно повреждение крыши.;
Кабинет заместителя начальника по перевозкам. Отошел порог у входной двери, оголилась шляпка гвоздя, возможна травма ноги;
Отсутствует нумерация кранов на линии буферного газа КЦ-1;
Обледенение площадки перед входом в БППП. Риск падения и получения травмы.;
Свисающие сосульки на козырьке перед входом в насосную метанола. Риск срывы сосулек и травмирования персонала.;
Лестница перед входом в операторную имеет обледенение. Риск падения персонала и получения травмы.;
БППП пульт не горит аварийное освещение;
Обледенение по пути передвижения от КПП до ДКС. Риск падения работника.;
ТК-7 Выступание арматуры из плиты на проезжей части;
П. 12 Неплотное закрывание двери аварийного выхода;
П. 19 Посторонние предметы, мусор;
ТК-9 не полное закрытие въездных ворот;
П.31 Нарушена целостность изоляции трубопроводов;
П. 90 Не отрегулированы доводчики в лаборатории и в кладовой столовой;
П. 18 Отсутствуют указатели направления открытия-закрытия на арматуре;
Неудоволетворительное состояние антигалолетного покрытия к лестницам в насосную метанола, вероятность падения и травмирования работника;
ПОРМ неисправен доводчик на двери;
"Нарушение крепления таблички ""выход"" двери арматурного блока печей";
Занесены снегом подходы к ГПА№911.;
Обледенение лестницы подхода в поз 31;
Нечитаемая маркировка на бирках питающих кабельных линиях ремонтного освещения позиция 62.;
Провис кабеля на эстакаде в районе позиции 62б.;
Неудовлетворительное состояние подхода к поз 41 со стороны помещения насосного оборудования (гололед на пути передвижения). Опасность травмирования вследствие падения на скользкой поверхности.;
КНС. Наледь на вентиляционном дефлекторе КНС.;
Наледь на площадке поз 2(вход). Опасность травмирования в результате спотыкания, проскальзывания.;
б.ЛЭС2. Наличие снега и наледи на козырьках и свисание с крыши.;
Наледь на перилах поз 43 (вход на втором этаже со стороны поз 7)Опасность падения работника в результате ложного шага и невозможность удержаться за поручень.;
РММ. В раздевалке выявлена каска непригодная для дальнейшей эксплуатации.;
Вход в РММ. Отсутствует наружное освещение.;
УПТГ КЦ-2 сосульки свисающие с крыши.;
В мужском туалете здания АБК МРУ закончилось средство личной гигиены для мытья рук;
"Территория ДКС; гололёд на путях передвижения персонала.";
