Message;Real_Risk
ЗПА отсутствует освещение на центральном проходе;0
ЗПА сломана ручка входной двери;0
ЗПА щитовая КИПиА нет освещения;0
ЗПА, наледь на переходной площадке на входе в ЩСУ;1
ЗПА, отсуствует освещение в тамбур-шлюзе.;0
ЗПА, отсутствует пломба крана Г-101/16.;0
ЗПА-1 Ветошь на площадке обслуживания задвижки 1Z2;0
ЗПА-1 не закреплена табличка ответственных за пожарную безопасность помещения (тамбур шлюз);0
ЗПА-2 БРМ подачи метанола на шлейф КГС 333-334 отсутствует обозначение обратного клапана;0
ЗРУ-110 кВ углекислотный огнетушитель «ОУ-10» не зафиксирован, вероятность падения.;0
Информационная бирка на угловом штуцере не соответсвует технологической схеме на скважине 514.5.;0
Информационная табличка знак безопасности на входе в цех потускнела пришла в негодность;0
Информационная табличка на Ф-401-3 устарела , плохо читаема;0
Информационные бирки на ЗРА не соответствуют технологической схеме на скв. 504.5.;0
Информационный стенд перед въездом на территорию базы РЭЦ заметен снегом.;0
Истек срок годности огнетушителя в архиве;0
К подходам АБК следует дополнить противоскользящий материал, имеются пробелы наледи на проходных путях.;1
Кабельная эстакада заметена снегом, избыточная на высоковольтные К.Л.;0
Кабельная эстакада у поз.41, провисание кабеля (слетел с кабельных полок).;0
"Капельная утечка масла ,на входном трубопроводе (фланце) насоса Н-3
в насосной маслохозяйства.";0
Капельный подтек масла Н11-2 в ЦРМ;0
Касание площадки об элементы ЗРА на скважине 512.2.;0
КГС 817.3 система подачи ингибитора - пропуск метанола по штуцерному соединению перед обратным клапаном.;0
кгс №11 скв 05 - нет бирки с технологическим номером на запорной арматуре;0
КГС №19 оторвана табличка на воротах;0
КГС№11 нет бирки с тех.номером;0
КГС№113 скважина 01 на задвижке отсутствует указатель открыто-закрыто;0
КГС№21 на кусту не закрыты ворота;0
КНС РММ. Не работает в автоматическом режиме насос откачки канализационных стоков.;0
КНС. Антигололёдное состояние подхода к маршрутной лестнице (риск падения человека). Отсутствие таблички с наименованием измеряемого параметра.;1
КНС. Снег и наледь на вентиляционных дефлекторах КНС.;0
Коллектор сухого газа, Г-517, занесены снегом подходы и площадка обслуживания.;0
Компрессор воздуха КИПиА в пыли.;0
Контрольно-пропускной пункт (КПП), вход, выход занесен снегом.;0
Контрольно-пропускной пункт, выход наледь, скольская поверность на пути передвижения.;1
Корпус Б 3 этаж. Возможно потенциальное происшествие! Спотыкание о ковровое покрытие с возможным падением и получением травм в связи с неровным ковровым покрытием.;1
КОС УКПГ-3, ЩСУ-0,4 кВ. Не промаркирован (отсутствует бирка) на магнитном пускателе №16.;0
"КПП электрощитовая.
Отсутсвует диспетчерское наименовние на понижающем трансформаторе 220/12В";0
КЦ-1 БПТТиГ Замерная линия №1,2,3 мелкий мусор.;0
КЦ-1 БТТиГ вход, обледенение лестницы и мелкий мусор под замернаой линии №1,2.;1
КЦ-1 ПТГ №1,2 обледенение ступеней лестницы.;1
КЦ-1 ПТГ №1,2 снежный покров на площадке обслуживания.;0
КЦ-1 ПТГ-1 и ПТГ-2, заметины подходы снегом.;0
КЦ-2 ПТГ №2 арматурный блок, посторонние вещи.;0
КЦ-2 Т/А 326 отсек нагнетателя, остатки кусков ветоши.;0
КЦ-2 УПТТиГ Аппаратная КИПиА, перегорела лампа освещения.;0
КЦ-2 УПТТиГ обледенение ступеней лестницы при входе.;1
Лед и снег на колпаке дымохода ПТПГ 30-1,2;0
Лед леред лестницей входа в арматурный блок ППГ.;1
Лед между шлейфами 510 и 504 на ППА.;0
Лёд на входе в ОД ГПУ №214;1
Лед на козырьке у входа в арматурный блок ППГ;1
Лед на колпаке дымовой трубы ПТПГ30 1,2.;0
Лед на площадке и лестничном пролете пожарного выхода УПТГ Поз.№13.;1
Лед на подходах к БППП - возможно падение работников;1
Лед над выходом с ТКДМ (от Е-4, ВХ-3), возможно падение на работника;1
Леденая глыба от крыши до основания здания угол ЦРД на против 15ТП-2.;1
Лестница аварийного выхода АБК заметена снегом.;0
Лестница входа БВС . Образование наледи.;1
Лестница и просечки на ППА заметены снегом.;0
Лестница на входе в насосную не очищена от снега и наледи;1
Лестница склада хранения жидкости аварийного глушения скважин заметена снегом.;0
Лопата на выходе с вх 5 на улице;0
Лопнуло крепление таблички с диспетчерскими наименованиями на опоре №2 ВЛ-6кВ отпайка 50ВЛ-59 на 50ТП-123, табличка упала на землю рядом с опорой. Выявленный недостаток привел к отсутствию диспетчерского наименования опоры.;0
Лопнут раструб на огнетушителе в ПЭБ.;0
Маркировка насосов Н-20а не соответствует технологической схеме.;0
Маршевая лестница площадки обслуживания воздушного холодильника ВХ-1К занесена снегом, риск падения и травмирования работника;1
Маршевая лестница площадки обслуживания емкости Е-4Б занесена снегом, риск падения и травмирования работника.;1
Масленый подтек по штоку задвижки №8д в МКЦ-2;0
Маслянные подтеки на станине Н-401-1;0
Маслянные подтеки на станине Н-404.1;0
Маслянные подтеки на станине Н-404-1;0
Масляные загрязнения поверхности пола, фундамента насоса Н-20/1;0
"Маш. зал Модуля №4.
Неисправность теплообменника агрегата отопительного.";0
"Машинный зал модуля №1
Отсек двигателя ГТУ №2.
Слетела демпфирующая проставка кабеля датчика вибрации компрессора.";0
"Машинный зал модуля №1.
Не закреплен теплоотражающий экран";0
"Машинный зал Модуля №1.
Неисправность теплообменника агрегата отопительного №5.";0
"Машинный зал модуля №3. Отсек двигателя ГТУ№6.
Вылетела уплотнаяющая вставка хомута крепления маслопровода.";0
"Машинный зал модуля №3.Отсек ВКП ГТУ№5.
Отсутсвует контровка болтовых соединений на фланце подключения сбросного газопровода пусковой турбины";0
"Машинный зал модуля №4
Поврежден наличник стыка стеновых панелей у ПК-49.";0
Механизм самозакрывания входной двери (доводчик) не функционирует (ст. 88 ФЗ №123);0
"Модуль 1 ЭТБ коридор.
Пороги дверей окрашены в желтый цвет без черного.";0
"Модуль 3. ЭТБ
Термометр на стене.
Расколото стекло, заклеено скотчем.";0
Модуль №1 ЭТБ: на эл. распред. коробки отсутствует опоз-й знак «Опасность поражения эл. током».;0
Молоток не соответствует требованиям безопасности.;0
Моргает лампочка БА-1;0
Мусор в галерее БППП.;0
Мусор в отсеке нагнетателя;0
Мусор в помещении (склад).;0
Мусор и лишние предметы на верстаке.;0
Мусор на территории скважины 216.1.;0
Мусор на территории скважины 507.5.;0
Мусор на территории скважины 509.1.;0
Мусор около токарного станка.;0
Мусор, посторонние предметы (ящик) в помещении дистилляторной п.324 после установки нового дистиллятора.;0
Мусор, посторонние предметы в ангаре ГПА №215.;0
Мусор, посторонние предметы в помещении;0
Н-1. Насосная метанола. Подтеки масла.;0
На воздухосборниках В-6.3, В-10 снеговые шапки. Есть угроза падения работников.;1
"На воротах п.337 обветшала табличка ""запретная зона! проезд закрыт!";0
"На входе в ТКПГ нарушена целостность таблички, ""малозаметные препятствия"".";0
"На входе в ЦПГ отсутствует знак безопастности ""Работать в наушниках""";0
На входной двери слесарной мастерской РММ сломан доводчик дверей.;0
На входной двери со стороны ПТПГ-30 неисправно устройство самозакрывания (доводчик).;0
На выходе из ТКПГ в сторону ЗППА образовалась лужа из-за талого снега. Риск падения работника при входе-выходе из здания;1
На выходе с СЭБ, наледь на нижних ступенях лестницы.;1
На выходе с ТКПГ на УТЕ, на козырьке крыши, скопление снега и льда(сосулек).;0
На выходе с ТКПГ на УТЕ, скопление льда и снега на козырьке крыши.;1
На выходе с ТКПГ НМ, на козырьке крыши, скопление льда и снега.;0
На ГП-3С КОС-75 прослаблен хомут бака промывки лампы УФО.;0
На ДЭС- 3 оборван поводок заземления противопожарной двери.;1
На здание УОГ сосулки и снеговые шапки.;0
"На зоне ""В"" на 13 т.н. , занесена снегом ЗРА.";0
На КГС №134 упал кабель ЭХЗ с эстакады.;0
На козерке выход из ЦПГ образовались сосульки.;1
На козырьке АБК №1 накопился снег.Наледь на ступеньках при входе в РММ.В РММ возле слесарного стола масляное пятно.;1
На козырьке на входе в ЗППА снеговая шапка.;0
На корпусе воздухавода АВОМК отсутствует обозначение направления движения среды, ГПА №-915.;0
На КОС-30 ГП-1С начитаем указатель направления потока на трубопроводе очищенной сточной воды;0
На кранах обвязки ГПА 515 снежные наносы;0
На крыше блок-бокса КИПиА накопился снег и свисает над входной дверью.Сломан замок на въездных воротах №1 АГРС.;0
На лестнице аварийного выхода присутствует нанос снега ,здание БВП;0
На лестнице между ощежитием №44 и зданием Поссовета, в направлении от общежития в сторону КСК наклон третьей ступени снизу не соответствует наклону других ступеней. Возможно спотыкание, падение и травмирование людей, передвигающихся по этой лестнице.;1
На лопостях АВО-газа 1.1 образовалась наледь. (возможно получение травмы при включении).;1
На манометре метанолопровода куста 927 красная стрелка указывающее рабочее давление отломалась;0
На манометре метанолопровода куста №956 отлетела красная стрелка указывающее рабочее давление;0
На манометре отлетела красная стрелка указывающая рабочее давление С-201-1;0
"На месте хранения дежурного слесарного инвенторя в ПЭБе
обнаружен сломанный рожковый ключ.";0
На насосе Н-3/1 повышенная утечка перекачиваемой жидкости через сальниковую набивку.;0
На насосе Н-5а/1 повышенная утечка перекачиваемой жидкости через сальниковую набивку.;0
"На оборудовании выведенном в ремонт отсутствует табличка ""ремонт""";0
"На объекте «Здание теплая стоянка на 24 автомобиля» ул. Геологоразведчиков 9, имеются участки, заметенные снегом:
- вход в здание тёплой стоянки с левой стороны;
- проход к вольеру служебных собак ООЗИ ОМЗ ф. СКЗ;
- запасные выходы вокруг тёплой стоянки.
Так же над входом в здание и над входом в вольер служебных собак имеются снежные навесы.
В связи с образовавшимися сугробами и снежными навесами с крыши увеличиваются риски получения травм у инспекторского состава ООЗИ и работников Общества, осуществляющих служебные обязанности на данном объекте. Снежные заносы в местах движения персонала достигают 50-60 см.";1
На перилах маршевой лестницы ЦРМ намотана проволока. Риск травмирования работника при подъеме-спуске по лестнице;1
На площадке обслуживания БЕ-501-1, БЕ-501-2, снег;0
На площадке обслуживания ГПА № 413 лежат постороние предметы.;0
На площадке обслуживания и лестниц к площадке, снежный покров Е-303, Е-304;0
На поз. 10В «Инженерно-технический центр» в кабинке 236 неисправен выключатель основного освещения, что создает вероятность оставления освещения в период неиспользования кабинета и неразумного использования электроэнергии. Так же возможна опасность короткого замыкания, так как выключатель не работает штатно.;0
На поз. 10В «Инженерно-технический центр» перед входом в кабинет 227 отклеилась плитка напольного покрытия, что создает опасность падения и получения травмы при входе в кабинет. Плитка целая. Необходимо только приклеить.;1
На поз.324 отклеился уплотнитель входной двери .;0
На позиции №341 отсутствует номер на З.Р.А. и положения открыто и закрыто.;0
На позиции №341 посторонние предметы.;0
На полу в помещении мастерской МРУ обнаружены потеки масла под токарном станком САМАТ;0
На полу в тамбуре ПЭБ наледь;1
На прилегающей территории к мастерской УТОБТДА разбросан бытовой мусор;0
На против КТП 15ТП-21 припаркована прицепное устройство для разглаживания снега (валакуша)! Тем самым ограничел доступ подъезду пожарной техники для заземления. Плофадка перед КТП не место для парковки.;0
На путях передвижения персонала в здании ИТЦ 3-го этажа была обнаружена влажная поверхность (вода). При перемещении персонала, возможно проскальзывание и падение на влажной поверхности.;1
"На путях передвижения по территории АГРС ""Промбаза"" сугробы снега.При входе в АБК на козырьке напился снег.";0
На путях передвижения снег, входа выхода из цеха, на площадке обслуживания Е-303, Е-304;0
На путях подхода к пожарному крану в гараже базы ЛЭС складированы посторонние предметы.;0
На розетке отсутствует маркировка напряжения сети. Поз. 34;0
На ручке напильника имеется скол.;0
"На сверлильном станке в помещении мастерской МРУ, на электродвигателе затерлась табличка ""Вращающие детали""";0
На станине Е-3 отсутсвует обозначение Перепада высот. (Возможно получение травмы.);0
На ступени вертикальной лестницы возле абсорбера А1-2 ТКПГ образовался металлический заусенец. Риск травмирования работника при подъеме-спуске по лестнице;1
На ступеньках входной лестницы здания БВС образование наледи.;1
На табличке СРД 10Р-1/6 отсутствует информация об истечении срока службы.;0
На территории УППГ, на пути следования работников ,от СЭБ до котельной гололёд.;1
На Узле отключающих кранов не горит Аварийное освещение;0
На фланцевом соединении запорной арматуры тех. № 5В19.11 количество витков резьбы шпильки, выступающих от торца гайки, менее одного. поз.5;0
На ц. входе в СЭБ наледь на нижних ступенях лестницы.;1
На ц. входе в СЭБ наледь на нижних ступенях лестницы.;1
Набои снега на ступеньках основного входа в ангар ГПА №215.;0
Навес снега на козырьке входа в 11ТП7;0
Навес снега на козырьке входа в 11ТП7. Риск срыва снега и травмирование персонала.;1
Нависание наледи с крыши над входом в наполнительное отделение поз. 22.16. Опасность получение травмы при падении наледи на работника.;1
Нависание снега на козырьках поз. 41;0
Нависание снега на козырьках поз. 43;0
Нависание снега на козырьках поз. 82;0
Нависание снега с козырька над центральным входом в здание ИТЦ-1.;1
Нависание снега с кровли на путях передвижения работников поз.5;0
Нависание снега с трубопровода и кабельного лотка над площадкой пож.выхода из ЦПГ к УЗРГ;0
Над входом в АБК из Производственного корпуса не работает указательная табличка Выход охранно-пожарной сигнализации;0
"Над входом в насосную метанола образовалась снежная ""шапка"". Риск падения ""шапки"" на голову работника при входе-выходе из насосной";1
Над входом в РММ не работает уличное освещение.;0
Наледь в проходе к зданию БВП;1
Наледь возле проходной;1
Наледь возле проходной (УППГ-3В);1
Наледь возле проходной ГП (УППГ-3В);1
Наледь выпуклой формы на просечном листе входной группы и лестнице ТКРД. Существует опасность падения работника.;1
Наледь на блоке фильтров ГПА-225;0
Наледь на входе в арматурный блок ППГ;1
Наледь на входе в АСППТ (УППГ-3В);1
Наледь на входе в компрессорную воздуха (УППГ-3В);1
Наледь на входе в торце техкорпуса (УППГ-3В);1
Наледь на входной площадке ЗПА. Риск травмирования при падении.;1
Наледь на входном козырьке ПОРМ;1
Наледь на выходе №2 из БППП;1
Наледь на выходе из печи;1
Наледь на выходе из ЦРД 3 выход.;1
Наледь на защитном козырьке входной площадки ЦРДиМ. Риск травмирования работника при падении.;1
Наледь на защитных козырьках входных площадок УОГа. Риск травмирования работника.;1
Наледь на козырьках СВО,ГПА№911-913.;1
Наледь на козырьках УОГ;1
Наледь на козырьке выхода с р1а на АВО;1
Наледь на козырьке над дверью выхода из тех. корпуса с торца здания.;1
Наледь на козырьке при входе в БППП;1
Наледь на козырьке у выхода из тех. корпуса с торца здания;1
Наледь на козырьке. Выход с бппп 2 этаж;1
Наледь на кровле УРДиМ.;1
Наледь на крыльце ЦПГ;1
Наледь на крыше здания ПЭБ ДКС.;1
Наледь на крыше площадки перед входом в БВП.;1
Наледь на леснице перед входом в мастерску.;1
Наледь на лестнице (вход в ПРМ);1
Наледь на лестнице входа в АСППТ;1
Наледь на лестнице КНС.;1
Наледь на лестнице перед мастерской.;1
Наледь на лестнице площадки БВП.;1
Наледь на лестнице с выхода №3.;1
Наледь на лестничном марше на выходе из ЦРМ в сторону АВО газа.;1
Наледь на лестничном переходе к узлу подключения КЦ-2;1
Наледь на маршевой лестнице блока СВО ГПА № 916.;1
Наледь на площадке входа в помещение УП;1
Наледь на площадке входа в ПЭБ ДКС;1
Наледь на площадке обслуживания ГПА№913,крана№6.;1
Наледь на площадке обслуживания отсека ЦБН;1
Наледь на площадке обслуживания перед дверью в отсек двигателя ГПА№524.;1
Наледь на площадке обслуживания склада ГСМ.;1
Наледь на площадке обслуживания технологического и компрессорного отделения поз.22.1.1. и поз.22.1.2.;1
Наледь на площадке перед входной дверью ОА.;1
Наледь на площадке перед дверью входа в отсек компрессора ДКУ.;1
"Наледь на площадке поз 2(вход). 
Опасность травмирования в результате спотыкания, проскальзывания.";1
Наледь на подходе к ПГ-1.1 (УППГ-3В);1
Наледь на полу в печах ПОРД, П-1/2;1
Наледь на просечке перед входом в отсек нагнетателя на ГПА 725.;1
"Наледь на пути ""БППП - ППГ"" (УППГ-3В)";1
Наледь на пути передвижения к зданию БППП;1
Наледь на пути передвижения к ПРГСН;1
"Наледь на пути следования ""проходная - БППП"" (УППГ-3В)";1
Наледь на путях передвижении от контрольно пропускного пункта до административного бытового корпуса.;1
Наледь на путях передвижения по маршруту;1
Наледь на путях передвижения по маршруту обхода;1
Наледь на путях передвижения по территории ГП;1
Наледь на путях передвижения по территории ГП;1
Наледь на путях передвижения по территории ГП (УППГ-3В);1
Наледь на путях передвижения прилегаемой территории;1
Наледь на путях передвижения, территория промысла.;1
Наледь на путях передвижения.;1
Наледь на свече каплеуловителя К-1 ЦРД.;0
Наледь на ступеньках БВП.;1
Наледь на ступеньках входа в ЦРМ со стороны горячей насосной.;1
Наледь на ступеньках ДЭС-3;1
Наледь на ступеньках и площадке ДЭС-10.;1
Наледь на ступеньках лестницы вх-вых. т/а 625.;1
Наледь на ступеньках лестницы перехода к кранам г 204;1
Наледь на ступеньках лестничной площадки, в тамбуре б/б эл. мастерской.;1
Наледь на ступеньках маршевой лестницы наполнительного отделения поз.22.16.;1
Наледь на ступенях входа в БППП (УППГ-3В);1
Наледь на ступенях входа в ПЭБ ДКС;1
Наледь на ступенях входа в техкорпус с торца цеха;1
Наледь на ступенях входной площадки ЦРД. Риск травмирования при падении.;1
Наледь на ступенях входной площадки ЦРДиМ. Риск травмирования при падении.;1
Наледь на ступенях запасного выхода со 2 эт. БППП;1
Наледь на ступенях запасного выхода со 2 этажа техкорпуса;1
Наледь на ступенях крыльца поз.56;1
Наледь на ступенях лестницы ОМА.;1
Наледь на ступенях на ПОРД и М. Угроза падения работников.;1
Наледь на ступенях сливо-наливной эстакады.;1
Наледь на территории ГП по маршруту обхода (отсутствует обработка песком);1
Наледь на центральной площадке входа в административное здание СЭБ;1
Наледь перед БППП;1
Наледь перед БППП, возможно падение работников;1
Наледь перед входом в БППП.;1
Наледь перед входом в ПЭБ ДКС;1
Наледь перед входом в ЦПГ;1
Наледь перед крыльцом ЦРМ;1
Наледь при входе в арматурный блок печей ППГ (УППГ-3В);1
"Налипание снега на знаке ""Водитель опусти кузов"" перед компенсатором на территории базы ЛЭС.";0
Наличие грязи, пыли на поверхностях вентиляционного оборудования (ВВ-1, ВВ-2).;0
Наличие загрязнений и пыли на приемной сетке вытяжной вентиляционной системы В-1 БВС;0
Наличие загрязнений рамы насоса Н-20/1 после проведенного ремонта.;0
Наличие загрязнённости и пыли на поверхности корпуса КНГТУ, ВНГТУ ГПА.;0
Наличие загрязнённости на поверхности маслобака компрессора, пола в ангаре ГПА.;0
Наличие загрязнённости поверхностей оборудования, нола в помещении ГПА№-914.;0
Наличие и свисание снега, льда с козырька входных дверей блока СВО.;0
Наличие металлической стружки на токарном станке.;0
Наличие наледи на двери ОД ГПУ-212;0
Наличие наледи на двери ОН ГПА №723.;0
Наличие наледи на козырьках ГПА-225;1
Наличие наледи на козырьках укрытия УПТИГ.;1
Наличие наледи на лестнице аварийного выхода БППП;1
Наличие наледи на путях передвижения к маршрутным лестницам блоков СВО.;1
Наличие наледи, снежного наката на путях передвижения центральной дороге ДКС-9.;1
"Наличие обильных снежных масс на кабельной эстакаде противопожарной линии печей ПТПГ-30 №1,2,3 АГРС ""Промбаза"". Возможен обрыв кабельной продукции и нарушение системы противопожарной системы.";0
Наличие посторонних предметов (ветош, мусор) в блок-боксе ПКУ.;0
Наличие скользких поверхностей путей передвижения;1
Наличие снега в местах подхода к ПЭБ;0
Наличие снега и наледи на входе в АБК.;1
Наличие снега и наледи на входе в аппаратную КИП, УПТИГ-2 очереди ДКС.;1
Наличие снега и наледи на входе в БППП.;1
Наличие снега и наледи на входе в УПТИГ-1 очереди ДКС.;1
Наличие снега и наледи на козырьках входа в блок СВО ГПА № 911-917.;1
Наличие снега и наледи на площадке обслуживания П-601;1
Наличие снега и наледи на путях передвижения ПГ-30, 1 очереди ДКС.;1
Наличие снега и наледи на путях передвижения ПТПГ-30 2 очереди ДКС.;1
Наличие снега на входе в УПТИГ-1 очереди ДКС.;0
Наличие снега на приводах кранов Г505, 506, 507, 502;0
Наличие снега на путях передвижения к маршрутным лестницам, запорно-регулирующей арматуре ГПА.;0
Наличие снега на путях передвижения ПГ-30 1 очереди ДКС.;0
Наличие сосулек на козырьках отсеков ГПА-724.;1
Нанос снега на путях подхода к СЭБ.;0
Нанос снега на стабилизаторе пластично-мерзлых грунпов № 16;0
Нанос снега перед пожарной лестницей здание БВП;0
Наносы снега на подходах к маршрутной лестнице УАЛКП.;0
Наносы снега на подходах к маршрутным лестницам БВС.;0
Наносы снега на подходах к маршрутным лестницам СЭБ.;0
Наносы снега на подходах к пож. гидрантам №6, 7, 13,14.;0
Наносы снега на стабилизаторах пластинчато-мерзлых грунтов в районе УП ДКС.;0
Наносы снега на стабилизаторах пластично-мерзлых грунтах.;0
Наносы снега на стабилизаторах пластично-мерзлых грунтов в районе ЦСГ-3;0
Наносы снега на стабилизаторах пластично-мерзлых грунтов со стороны ЦПГ-1 очереди.;0
Наносы снега на Шаровых кранах ППА.;0
Наросты льда над запасным выходом ангара ГПА №215.;1
Наружное освещение ВЛО-9 не работают два светильника.;0
Нарушен знак повышения давления в системе пожаротушения ПГ-26.;0
Нарушена взрывозащита на светильнике №6 позиция 27. (Трещина на стекле);0
Нарушена внешняя изоляция кабеля питания электро обогревателя в блоке автоматики ГПА-511;0
Нарушена изоляция в армблоке К-1/1.;0
Нарушена ЛКП линии обозначения путей обхода.;0
Нарушена маркировка (нумерация) задвижек в маслохозяйстве КЦ 1;0
Нарушена маркировка насосов в насосной ГСМ.;0
Нарушена пломба пожарного ящика №3 поз.5;0
Нарушена предупреждающая разметка сигнализирующая о перепад по высоте, при входе в мастерскую МРУ;0
Нарушена теплоизоляция трубопровода входа в ПОРД №5 (Возможно травмирование работника).;0
Нарушена теплоизоляция трубопровода горячего Н-8/1. (Возможно травмирование работника).;0
"Нарушена целостность заземляющего проводника на преобразователе перепада давлений ""масло-газ"" ГПА-122";0
"Нарушена целостность информ. знака ""ОТ СЕБЯ"", на входе в Н.М.";0
"Нарушена целостность информ. таблички ""Выход"" над дверями помещения насосной маслохозяйства.";0
Нарушена целостность ЛКП на задвижке 110.2;0
Нарушена целостность ЛКП обвязка Ф-401-3;0
Нарушена целостность металлической оболочки кабеля прибора КИП, ГПА-125.;0
Нарушена целостность предупреждающей чёрно-жёлтой ленты на выступающем препятствии на пути передвижения, около позиции 75.;0
Нарушена целостность провода заземления электро двигателя Н-10 А.;0
Нарушена целостность рукоятки шарового крана Ду 32 в ПРМ, на линии прокачки КГС 608.;0
Нарушена целостность сигнальной ленты на ступеньках лестницы со стороны цехов;0
Нарушение герметичности, утечки во фланцевом соединении вакуумной линии;0
Нарушено (оторвано) заземление прибора КИП в ППА. Датчик температуры ТСПУ.;1
нарушено заземление н1/15;0
Нарушено лакокрасочное покрытие перил переходов в АР02;0
Нарушено ЛКП задвижек в ПРМ.;0
Нарушено ЛКП на конструкции блок-бокса.;0
Нарушено ЛКП на левой стене.;0
Нарушено ЛКП на метанольных трубах.;0
Нарушено ЛКП на опорах .;0
Нарушено ЛКП на полу.;0
Нарушено ЛКП трубопровода с Е-12 на Н-3а;0
Нарушено ЛКП. АГРС. Поз.№13. Задвижка №14.;0
Насосная Е-8А ,на насосе Н-13 повышенная утечка перекачиваемой жидкости через сальниковую набивку.;0
Насосная конденсата - Посторонние предметы (обтирочный материал).;0
Насосная метанола - Снег на козырьках и свисания.;0
Насосная метанола - Снег свисания на козырьках(вход-выход).;1
Насосная метанола, подтеки под Н-10а.2Н;0
Насосная метанола. Отсутствуют пломбы на фланцевых соединениях задвижек №33, №34, №35.;0
Насосная метанола. Протечка метанола по фланцевому соединению на входе. Насос Н-5, Н-8.;0
Не актуализирована информация по ОТ в здании АБК МРУ;0
Не актуализирована информация по ОТ на стенде информации;0
Не актуальная информация на табличках с обозначением категории пожарной опасности и классов зон на входных дверях БОА.;0
Не актуальная информация на табличке при входе в блок - бокс ПКУ.;0
Не актуальная технологическая схема замера газа собственных нужд;0
Не актуальные данные, нанесённые на технологическую схему.;0
Не актуальные ключевые правила на информационном стенде 1 этажа АБК.;0
Не актуальные ключевые правила на информационном стенде 1 этажа БВС.;0
Не актуальные ключевые правила на информационном стенде 2 этажа БВС.;0
"Не включается наружное освещение блок бокса на территории АГРС ""Промбаза"".";0
Не герметично сальниковое уплотнение на линии нагнетания насоса Н-2Г1;0
Не горит аварийное освещение в ЗПА;0
Не горит аварийное освещение в тамбуре УПТИГ-2оч,;0
Не горит аварийное освещение в тамбур-шлюзе запасного выхода БППП;0
Не горит аварийное освещение возле входа / выхода УОГ.;0
Не горит аварийное освещение на втором этаже БППП;0
Не горит аварийное освещение на выходе с БППП;0
Не горит аварийное освещение на лестничных площадках первого и второго этажей АБК;0
Не горит аварийное освещение около Е12;0
Не горит аварийное освещение около Е-12 ТКДМ;0
"Не горит информационное табло ""Выход"" эвакуационного выхода 2 этажа БППП.";0
Не горит ламочка в блок-боксе операторов товарных;0
Не горит лампа аварийного освещения в тамбуре БПТГ-2;0
Не горит лампа аварийного освещения возле Е-4, Е-8 ТКДМ;0
