Message;Real_Risk
ГТЭС-48. ЭМ-1. Сломана ручка входной двери.;
ГТЭС-48. ЭМ-2. Нечитаема табличка с указанием ответственных за пожарную безопасность.;
ГТЭС-48. ЭМ-2. Тепловой узел №4. Наледь на лестнице.;
ГТЭС-48.Не исправен дверной доводчик дверь центральный вход АБУ.;
"ГТЭС-48: лестница ДЭС-24, обновить плакат ""держаться за поручни (перила)""";
ГТЭС-72 маршевая лестница к ПРУ заснежена снегом;
ГТЭС-72, БВГ №7 на отсекающем кране АТЭК, отсутствует заземление;
ГТЭС-72, Кабельный этаж ГЩУ, перегорела лампочка наружнего освещения;
Гтэс-72, маршевая лестница к ПРУ, заметена снегом.;
ГТЭС-72, модуль 3, не окрашена лестница подъема к Утиль котлам;
ГТЭС-72, на маршевой лестинце подъема к ПРУ, выгорел знак (ДЕРЖАТЬСЯ ЗА ПЕРИЛА);
Гтэс-72, первый модуль,возле ГТУ-№2, рядом с вибрации, розетка, потеряла информативность, указание напряжение 380В;
ГТЭС-72, пути подхода к БВО не засыпана траншея под заземление;
ГФУ - постороние предметы (инструмент, ветошь);
ГФУ заненсена снегом площадка обслуживания ЗРА;
ГФУ заснежены пути подхода и площадка обслуживания ЗРА;
ГФУ не читаемы показания тех.манометра на площадке ГФУ;
ГЩУ отсутствует пломба на ПК №37.;
ГЩУ, релейный зал шкаф ЩСН-1 ГЩУ на однолинейной схеме не указана транзитная линия питания до ввода №2 ЩСН-1 ГЩУ (через ЩСН-2 ГЩУ) (п.1.8.4 ПТЭЭП);
Две плиты приподняты над поверхностью дороги.;
Две разбитые лампы на второй полке хранения в складе электромонтеров;
Дверь №2 эвакуационного вухода из ангара ГПА № 915 не открывается изнутри без ключа.;
Дверь аварийного выхода из бытового помещения МРЦ в здании АБК ф. УТТиСТ ЗНГКМ не оборудована доводчиком;
Дверь между ЦРД и ЦРМ, посторонние предметы на пороге. Возможно падение или травма ног.;
Дверь на входе в тамур-шлюз ЦПГ не закрывается.;
Дверь расположенная в тамбуре ПЭБ, просела и начала затирать о пол;
Дверь тамбур-шлюза ТКПГ плохо открывается-закрывается.;
Двойная звуковая индикация событий в САУ ТКДМ (звук проходят, текстовые события не показываются);
Дежурный слесарь по ремонту ТУ в ночь обнаружил негерметичность фланцевой пары в районе Н-10-7 насоса.;
Дефект раструба огнетушителя ОП-8 в электромастерской.;
"Деформация информационного знака ""Газопровод подключения УКПГ-3С 2-я нитка"" на пересечении с автомобильной дорогой п.г.т. Уренгой - п. Тазовский";
Деформация кронштейна доводчика двери входной гуппы ПЭБ;
Деформация оцинкованного листа с образованием острых кромок на трубопроводе Ду 500 ГШ 612 на ППА. Существует вероятность получения травмы.;
Деформирована информационная табличка на входе в ЗППА. Плохо читаемые знаки безопасности;
Деформирована табличка с указанием категорий и ответственных лиц поз.309;
ДКС 2 очередь, Азотная компрессорная отсуствует огнетушитель.;
ДКС 2/1 АВОг : Отсутствует маркировка положения крана № 62.;
"ДКС 2/1 АВОг: Отсутствует надпись направления вращения ""Открыто-Закрыто"" на штурвале привода кр№ 48";
ДКС 2/1 АВОг: посторонние предметы под ВХ №17.1;
ДКС 2/1 ГПУ № 211,212,214: Наушено ЛКП напольного покрытия в пожарных модулях.;
"ДКС 2/1 ГПУ № 211: кр № 6 отсутствует обозначение направления вращения ""Открыто-Закрыто"" на штурвале привода крана.";
ДКС 2/1 ГПУ № 2116 Нарушено ЛКП ограждений площадок обслуживания кр № 6, Mokveld.;
ДКС 2/1 ГПУ №211 нарушено ЛКП на ограждениях площадки обслуживания ОН.;
"ДКС 2/1 кр № 71*; отсутствует табличка с нумерацией крана.";
ДКС 2/1 кран № 22 отсутствует табличка с номером.;
ДКС 2/1 КХР Р1: неисправно запорное устройство двери шкафа управления.;
ДКС 2/1 маслохозяйство: нумерация ЗРА на насосе Н3 не соответствует схеме.;
ДКС 2/1 УПТИГ: наледь на площадке обслуживания СПУ-2.;
ДКС 2/1 УПТИГ: свисающая наледь на погодном козырьке над входом .;
ДКС 2/1 УПТИГ: Снег, наледь на погодном козырьке над входом .;
"ДКС 2/1 УПТИГ; посторонние предметы вокруг здания.";
"ДКС 2/1.ГПУ 211 БМА;Частично отсутствует нумерация кранов маслосистемы ЦБН";
ДКС 2/2 АВОг: посторонние предметы на площадке обслуживания.;
ДКС 2/2 БПТПГ: наледь свисающая с погодного козырька над входом.;
ДКС 2/2 ГПА № 221-226: Снег на приводах кранов.;
ДКС 2/2 ГПА № 225: отсутствует часть крепежа на хомутах трубопровода топливного газа в ЗАТПГ.;
"ДКС 2/2 ГПА №221 блок автоматики; трещины на рукаве высокого давления огнетушителя.";
Дкс 2/2 крановый узел Кр №72*: отсутствует рукоять на приводе.;
ДКС 2/2 Крановый узел межцеховых трубопроводов: отсутствует табличка с нумерацией на кр №36.2;
"ДКС 2/2 крановый узел: отсутствует маркировка ""Открыто"", ""Заккрыто"" на приводах кранов №72,79.";
ДКС 2/2 крановый узел: отсутствуют ручки на кранах № 78*, 80*.;
"ДКС 2/2 крановый узел; отсутствует табличка с нумерацией на кране № 79";
ДКС 2/2, крановый узел межцеховых трубопроводов: отсутствует нумерация кранов №-24, №-72.;
"ДКС 2/2.Воздушный переход от ГПА к БПТПГ;Выцвела надпись на табличках ""Держись за поручень""";
"ДКС 2/2ГПА № 221: отсутствует табличка ""держись за поручни"" на площадке обслуживания кр №1";
ДКС 2-очередь ГПА-123,ГПА-124 сломан раструб на огнетушителе.;
ДКС 2-очередь, сломан шланг на огнетушителе.;
ДКС ГП-9 дорога возле ПЭБ. Повален, погнут металлический флажок-указатель края проезжей части. Рядом следы спецтехники;
ДКС ГП-9 дорога возле УОГ. Повален металлический флажок-указатель края проезжей части. Рядом следы спецтехники;
ДКС ГП-9 ПЭБ. Погнут металлический флажок-указатель края проезжей части.;
ДКС ГПА №224: Нарушена изоляция трубопровода закачки масла в маслобак двигателя.;
ДКС ГПА-113В. Погнуто лестничное огрождение на площадке обслуживания АВОМН.;
ДКС ГПА-116В. Отсутствует масло в МБД, МБН.;
ДКС ГПА-117В. Нарушена целость схемы технологического оборудования обвязки ЦБН.;
ДКС ГПА915. Образовались сосульки на козырьке при входе в ангар ГПА;
ДКС ГПА917. Образовались сосульки на козырьке при входе в ангар ГПА;
ДКС ГПУ №-212 Нарушена изоляция трубопровода закачки масла в маслобак нагнетателя.;
ДКС ЗХД: затруднён доступ к первичным средствам пожаротушения.;
ДКС КЦ-1 ГПА-111В, 112B заметены подходы снегом к кранам обвязки ЦБН.;
ДКС КЦ-1 заметены снегом проходы и площадки обслуживания ПТГ;
ДКС КЦ-1 ПЭБ. Помещение вент. камера В - 4 посторонние преметы.;
ДКС КЦ-1, КЦ-2 ледяной наст внутрицеховых проездов.;
ДКС КЦ-1. ГПА-111В нет освещения в ангаре и в отсеке автоматики.;
ДКС КЦ-1. ГПА-113В открыты дефлекторы ангара.;
ДКС КЦ-1. ГПА-115В нет освещения в помещении вент. камеры.;
ДКС КЦ-1. ГПА-116В нарушено ЛКП коллекторов газа ЦБН.;
ДКС КЦ-1. ГПА-116В нет освещения в помещении вент. камеры.;
ДКС КЦ-1. ГПА-118В загрязнены фильтра БМВФ.;
ДКС КЦ-1. ГПА-118В не установлены кожуха вентиляторов АВОМН.;
ДКС КЦ-1. Заметены подходы снегом к зданию ЗАПТГ ГПА-117В. ГПА-118В.;
ДКС КЦ-1. Нарушена изоляция СПУ.;
ДКС КЦ-1. Нарушено ЛКП полов в помещении УПТПИГ.;
ДКС КЦ-1. Не расплонирован грунт на територии цеха.;
ДКС КЦ-1. Отсутствует изоляция ёмкости трубопроводов ЕД-2.;
ДКС КЦ-1. Отсутствует площадка обслуживания запорной арматуры для закачки масла на ГПА КЦ-2. В районе НКЦ.;
ДКС КЦ-1. Пожарные рукова разложены не наштатном месте.;
ДКС КЦ-1. Пыль на КШТ ГПА - 116В.;
ДКС КЦ-1. УПТПИГ. Нет освещения в тамбуре на входе и выходе с помещения УПТПИГ.;
ДКС КЦ-2 заметены снегом проходы и площадки обслуживания ПТГ;
ДКС КЦ-2. ГПА-121В,122B. Песок на выкатных площадках для ГТД.;
ДКС КЦ-2. ГПА-125В неокрашенны полы в ангаре.;
ДКС КЦ-2. ГПА126В засорились фильтра БВМФ.;
ДКС КЦ-2. Песок на площадках для выкатки ГТД ГПА 123В,124В.;
ДКС КЦ-2. Помещение УПТГ не рабочая ручка двери.;
ДКС Маслохозяйство. Засыпан снегом извещатель пожарный ручной;
ДКС Маслохозяйство. После уборки снега спецтехникой затруднен подъезд и подход к пожарному гидранту ПГ-12;
ДКС Маслохозяйство. После уборки снега спецтехникой затруднен подъезд и подход к пожарному гидранту ПГ-12;
ДКС Посторонние предметы в районе ПГ № 20;
"ДКС ПЭБ. Венткамера. Посторонние предметы на воздушном центральном кондиционере ВЦК ""Сахара-С""";
ДКС ПЭБ. Замело снегом извещатель пожарный ручной и пост выключения вентиляции при входе в ПЭБ.;
ДКС ПЭБ. Замело снегом извещатель пожарный ручной при входе в ПЭБ.;
ДКС ПЭБ. Замело снегом извещатель пожарный ручной при входе в ПЭБ.;
ДКС ПЭБ. Замело снегом кнопку отключения приточной вентиляции и её табличку.;
ДКС ПЭБ. Замело снегом кнопку отключения приточной вентиляции и её табличку.;
ДКС ПЭБ. Наледь на перилах при входе в ПЭБ;
ДКС склад ЗХД: Заблокирован эвакуационный выход посторонними предметами.;
ДКС УОГ ТДА№4. Ослаб кабельный ввод преобразователя температуры газа на входе в компрессор;
ДКС УОГ ТДА№4. Ослаб кабельный ввод преобразователя температуры газа на выходе из компрессора;
ДКС УОГ. Заметен снегом подход к приточной венткамере №2. Отсутствует возможность производства работ по техническому обслуживанию оборудования вентсистемы и теплоузла УОГ;
ДКС УОГ. Заметена снегом и не читается памятка о мерах безопасности при передвижении по лестнице и знак Держитесь за поручни при входе в КТП УОГ;
ДКС УОГ. Заметены снегом таблички с указанием места подключения аппаратов сварочных, расположенные за зданием УОГ.;
ДКС УОГ. Ослабло заземление датчика давления на ТДА№1;
ДКС УОГ. Посторонние предметы на шкафе пожарного крана возле к.206;
ДКС УП № 1: ОП-8(3) повреждён манометр.;
ДКС УП №1 кр №17: Нарушено ЛКП на приводе крана.;
"ДКС УП №1; отсутствует табличка на входе в помещение ""Работать в СИЗ""";
ДКС. Вход в ПЭБ. Открыт короб с трассой кондиционера. Крышка короба лежит внизу на снегу.;
ДКС. Здание ТДА. Мусор после ремонтных работ возле ТДА №8;
ДКС. Здание ТДА. Отсутствует бирка на шаровом кране К24-7 ТДА №7;
ДКС: гололёд на путях передвижения персонала.;
ДКС: Гололед на путях перемещения персонала.;
ДКС: Заметены снегом подходы к площадкам обслуживания ГПА.;
ДКС: посторонние предметы в районе насосной склада ГСМ (металлолом, обрезки свай);
ДКС-1С. АВО газа. Посторонние предметы на площадке.;
ДКС2/1 АВОг секция №9: открыты лючки для диагностики отводов.;
ДКС-6. Операторная ПЭБ. Недостаточное освещение.;
Для обеспечения безопасности при пересечении дороги перед Административным центром необходимо установить дополнительное освещение пещеходного перехода, т.к. в темное время суток освещение от установленных фонарей недостаточно.;
Для поддержания санитарных норм в БППП, необходимо установить лоток для мытья обуви.;
Для снижения риска ДТП предлагается провести работу с Администрацией города по вопросу дополнительного освещения пешеходного перехода между АЦ и СОК Общества, как вариант- установление освещения, оснащенного датчиками движения.;
Добрый день!  Во входной группе здания филиала УМТСиК разбита напольная плитка. Во избежание травматизма сотрудников требуется произвести замену.;
"Добрый день! Учитывая продолжающуюся тенденцию парковки автомобилей на ппроезде Б.А. Ахметшина в зоне действия знака 7.28 ""Остановка запрещена"" настаиваю на дейстиях Общества по недопущению парковки автомобилей в данном месте. Праковка автомобилей создает дополнителные помехи для движения транспортных средств в противоположных направлениях, что создает риски травмирования работников следующих на/с работы и риски возниконовения ДТП с участием ТС Общества (особенно с наступлением темного времени суток).";
Доводчик двери арматурного блока ПОРД - сломан;
Доводчик двери арматурного блока ПОРМ не исправен со стороны УОК.;
Доводчик двери в ЦДМ неисправен.;
Доводчик двери СВО ГПА№916 был отсоединен.;
Дождевая вода на полу ПОРДиМ.;
Дождевая вода около Е-22 в ЦРД.;
"Дозиметр ДКГ-03Д ""Грач"" №29/83 по состоянию на 12.07.2023 (08:05) имеет низкий заряд батареи. Для обеспечения мер радиационной безопасности при проведении работ повышенной опасности на ЯНГКМ 12.07.2023 необходимо заменить сменные АКБ.";
Дорожки перемещения по территории базы ЛЭС не посыпаны песком;
Доски с гвоздями рядом с лестницей в холодном складе;
Доступ к складу с хранением противопожарных средств занесен снегом, местами к подходным путям лед;
Доступ к установке катодной защиты №1 затруднен из-за снежной насыпи. Перед проводимыми работами требуется почистить снег;
Доступ к установке катодной защиты №7 затруднен из-за снежной насыпи. Перед проводимыми работами требуется почистить снег, отсутствует наружное освещение;
Дренажная емкость (Поз.13).Площадка обслуживания занесена снегом.;
Дренажная емкость (Поз.31).Площадка обслуживания занесена снегом.;
Дренажная задвижка № 34 на Е-3а негерметична.;
ДЭС 1,2,3-ложное срабатывание открытия двери;
ДЭС, затруднен подход из-за наличия снега на проходных путях;
ДЭС-1 на аккумуляторном шкафе отсутствует предупреждающий знак;
ДЭС-1 наледь на крыше;
ДЭС-1 Свисающие сосульки над входной дверью. Опасность получения травмы при падении на работника.;
ДЭС-1. Скопление снега на лестничной площадке (затруднен вход на станцию);
"ДЭС-3. Отклеился предупредительный знак W25 ""Автоматическое включение оборудования""";
ДЭС-6 база ОРС недостаточно закреплен светильник наружного освещения входной двери;
ДЭС-7 поз. 318. Неисправность электронных весов баллона системы АСПТ ДЭС;
ДЭС-8 поз.319. Нагрев вилки обогревателя в следствии ослабления контакта токоведущей части.;
ДЭС№1,2,3- ложное срабатывание на открытие входной двери;
Е 3А нарушена целостность ЛКМ обвязки ЗРА;
Е=8а на площадке обслуживания посторонние предметы (фланец, шпильки);
Е-10 (дренажная емкость)-свеча соединяющая с атмосферой в инее;
Е-6А емкость для приема метанола-занесен снегом дыхательный клапан;
Е-6А- занесена снегом горловина для слива метанола в заглубленную емкость;
Е-6А -плохие подьездные пути для слива метанола с а/ц;
Е-8А (буферная емкость) сломана крышка смотрового люка;
Е8б Неисправная изоляция на входном трубопроводе;
Ежедневно при движении по территории Общества в районе корпуса А возникают аварийные ситуации среди ТС, вызванные плохой обзорностью на Т-образном перекрестке. Аварийные ситуации возникают при движении с любой из трех сторон (со стороны СОК, со стороны бюро пропусков и выезда с парковки от корпуса А). В качестве решения предлагается установить сферическое зеркало на проезде им. Б.С. Ахметшина со стороны МГМБ. Данное решение позволит избежать аварийных ситуаций в дальнейшем.;
"Елец ""ПК172"". Остатки металлолома после замены станции катодной защиты";
Елец, ПК-172, ВЛ ЭХЗ. Большой провис провода между П-6, П-7. Возможен обрыв при сильном порыве ветра.;
Емкость для сбора мусора и пепла,расположенная на транспортной площадке, наполнена.;
Емкость Е-16.1. На запорной арматуре нечитаемая табличка (нумерация №Д1 ).;
Емкость Е-16.1. На запорной арматуре нечитаемая табличка (нумерация №Д2).;
Ёмкость с краской на площадке выкатки ротора двигателя ГПА-721.;
ЕП-1 после проведения газоопасных работ посторонние предметы;
ЕП-1 после проведения ревизии на площадках обслуживания кранов посторонние предметы;
ЕП-1. Нарушена теплоизоляция на линии сброса ВМР;
ЕП-1. Неудовлетворительное состояние ЛКП на перилах ограждения площадки обслуживания;
Жидкость перед дверью входа в ТКДиМ со стороны Н-4. Возможно подскальзывание;
За зданием компрессорной поз.56 обнаружен кусок арматуры торчащий из земли на 5см. Риск споткнуться и получить травму.;
За отопительной батареей обнаружен аэрозольный баллончик от комаров. Риск взрыва баллончика, вследствие чего есть вероятность получения травмы работников.;
за поз.33 с эстакады слетел кабель КИП;
Забилась дренажная линия Ду 50 с Н2-1 и Н2-2 ТКПГ , насосная метанола.;
Забился дренаж на Н4-1 и Н4-2 ТКПГ , насосная метанола.;
Забился дренажный трубопровод насоса Н-4а-2 ЦРДиМ.;
Забился дренажный трубопровод от Н-4а-3 в ЦРМ.;
Забит водопропускной лоток на территори УКПГ (площадка возле Т1А);
Забит дренаж Н10/10;
Забит дренаж Н10-10;
Забит дренаж Н10-10, жидкость в лотке;
Забит дренаж Н10-6;
Забит дренаж Н10А-1;
Забит дренаж Н12;
Забит дренаж Н2-1;
Забит дренаж Н2-2;
Забит дренаж Н2-2;
Забит дренаж Н2А/1;
Забит дренаж Н2А-2;
Забит дренаж Н3-1 б/б метанола;
Забит дренаж Н4А-2, подтеки жидкасти на станине насоса;
Забит дренаж Н-9/1;
Забит дренаж насоса Н-6-3 в ЦРДиМ;
Забит дренаж с Н10/10;
Забит дренажный лоток насосов Н6.1, Н6.2;
Забит дренажный трубопровод Н-4а-2 ЦРДиМ.;
Забит дренажный трубопровод насоса Н-4а-2 ЦРДиМ.;
Забит дренажный трубопровод насоса Н-8-1 ЦРДиМ.;
Забит дренажный трубопровод от Н-4а-3 ЦРДиМ.;
Забит дренажный трубопровод от Н-4а-3ЦРДиМ.;
Забит пробоотборник с линии К1А - Е-12;
Забит трубопровод дренажа от Н-10/10 до Е-8А;
Забит трубопровод дренажной линии на насосе Н-6-3.;
Забита дренажная линия насоса Н-4а-3 ЦРДиМ.;
Забита дренажная линия насоса Н-6/3 ЦРДиМ.;
Забита дренажная линия насоса Н-7а-2 ЦРДиМ.;
Забита дренажная линия от Н-7-1 в ЦРДиМ.;
Забита линия на уровнемер Е-12;
Забита фильтрующая сетка дренажного лотка насоса Н-3а/1,2 в ЦРДиМ;
Забиты жалюзи приточной вентиляции ТКДМ.;
Забиты инеем жалюзи всаса приточной вентиляции ТКДМ;
Забиты инеем и снегом решетка всаса венткамеры ТКДМ;
Забиты наледью жалюзи всаса приточной вентиляции ТКДМ;
Забиты снегом защитные решётки СВО-400 на ГПА №911-917.;
Забиты снегом и льдам жалюзи сваса приточной вентиляции ТКПГ;
Заблокирован выход с Цеха Подготовке Газа ( образование наледи на дверном проеме).;
Заблокирована в открытом состоянии дверь в УОК (п.2.2.1 чек-лист оператора днг).;
Заблокирована дверь в открытом состоянии в помещении ВХ-2а ТКДМ;
Заблокирована дверь в приоткрытом положении в ТКДиМ возле колонны К-1а (п.2.2.1 чек-лист оператора днг).;
Заблокирована дверь на улицу в открытом состоянии помещения ВХ-5 ТКДиМ.;
Завален снегом ( узкий проход ) у эвакуационного выхода с пульта БППП.;
Завален снегом пож.гидрант №8 около АВО газа, не открывается дверь;
Завалена снегом горловина и заземление Е6А, отсутствует возможность приема метаноло на скдад;
Завалены снегом проходы к пускателям АВО газа после уборки снега спецтехникой.;
Загиб металлического дверного порога при входе в слесарную мастерскую №2.;
Заглушка на площадке обслуживания Е12;
Заграможден эвакуционный проход в РД ДКС.;
Загрезнен короб вытяжной вентиляции ЦРДиМ 2 этаж.;
Загрезнён лоток отвода сточных вод в районе МКЦ-1;
Загрезнен участок пола в ЦРМ возле Н10А/4.;
Загрезнена грунбукса насоса Н-4а-4 в ЦРДиМ.;
Загрезнена грунбукса насоса Н-4а-4 ЦРДиМ.;
Загрезнена грундбукса уплотнения сальника насоса Н-2а-2 ЦРДиМ.;
Загрезнена грундбукса уплотнения сальника насоса Н-4а-4 ЦРМ.;
Загрезнена грундбукса уплотнения сальника насоса Н-4а-4.;
Загрезнена грундбукса уплотнения сальника насоса Н-7а-1 ЦРДиМ.;
Загрезнена поверхность П-1,1 и прилегающая зона. После проведения ОР.;
Загрезнена поверхность станины насоса Н-3Г1;
Загрезнена решетка короба вытяжной вентиляции ЦРМ.;
Загрезнение и пыль на поверхности батареи обогрева БВС раздевалка 2 этаж.;
Загрезнение и пыль на поверхности батареи обогрева ЦРДиМ 1 этаж около К-1А.;
Загрезнение и пыль на поверхности батареи обогрева ЦРДиМ 2 этаж около Н-6.;
Загрезнение и пыль на поверхности батарей обогрева БВС раздевалка 2 этаж.;
Загрезнение и пыль на поверхности батарей обогрева склада смазок.;
Загрезнение и пыль на поверхности батарей обогрева ЦРДиМ 1 этаж около насосов Н-10.;
Загрезнение и пыль на поверхности радиатора обогрева БВС инструментальный склад.;
Загрезнение и пыль на поверхности радиатора обогрева БВС инструментальный склад.;
Загрезнение и пыль на поверхностях батарей обогрева ЦРДиМ 1 этаж около Е-4.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-1-1, ВВ1-2 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-1-1, ВВ-1-2 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-3-1, ВВ3-2 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-4-1, ВВ-4-2 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-6-1, ВВ-6-2 ЦПГ.;
Загрезнение станины насоса Н-4А1;
Загрезненность поверхностей вентиляционных воздуховодов БВП;
Загрезненность поверхности пола возле Н-404-1, Н-404-2;
загрезнено вентиляционное оборудование в УПТИГ КЦ-1;
Загрезнены подходы к лестницам со стороны АВО газа к ГПУ КЦ-1;
Загрезнены полы в компрессорной ЦРДиМ.;
Загрезнены стены в всас камере ГПУ №213;
Загрезняны полы в компрессорной ЦРДиМ.;
Загрезняны полы около К-1А ЦРДиМ.;
Загромаждены проходы к Б/Б КИПиА у РВС. Металлоломом после проведения ОР.;
загроможден аварийный выход в слесарной мастерской;
Загромождён аварийный выход из помещения УПТГ поз.№13.;
Загроможден выход №2 из ЦРД.;
Загроможден выход №2 со склада ДМ, ГСМ.;
Загроможден выход №2 ЦРД.;
Загромождён эвакуационный выход из технологического корпуса АР-02 со второго этажа.;
Загромождён эвакуационный выход на 2 этаже;
Загромождён эвакуационный выход со второго этажа технологического корпуса (вёдра, инструменты).;
Загромождение пути передвижения персонала в ТКДиМ возле шкафа ДПД (СИЗОД ПШ-1).;
Загромождение эвакуационного выхода с б\б эл. мастерской посторонними предметами, наледь, потенционально опасная скользкая поверхность.;
Загрязнен и нет воды в лотке для чистки обуви перед БППП (п.2.2.6 чек-лист оператора днг).;
Загрязнен краской смотровой лючок на двери в отсек нагнетателя.;
Загрязнён лоток отвода дождевых и талых вод в районе ГПА №121;
Загрязнен пол в Компрессорной ЦРДиМ.;
Загрязнен пол, посторонние предметы возле насоса Н-4а-2 ЦРДиМ.;
Загрязнен трубопровод технического воздуха в районе БПТиИГ КЦ-1.;
Загрязнена дренажная линия насоса Н 6-2 ЦРДиМ.;
Загрязнена информационная табличка емкости Е-5;
Загрязнена поверхность вентиляционного оборудования в БВП;
Загрязнена поверхность пола (вода) в помещении Маслохозяйства ДКС.;
Загрязнена поверхность пола в блоке СВО ГПА № 911.;
Загрязнена поверхность пола в помещении БОА ГПА № 914.;
Загрязнена поверхность трубопровода газа собственных нужд возле ПГ1.1;
Загрязнена станина насоса Н6-1;
Загрязнена табличка С-410.;
Загрязненая поверхность пола в ЦРМ;
Загрязнение в ОМА ГПА №225;
Загрязнение ЗРА Н-10/5 в ЦДМ.;
Загрязнение и пыль на Кр-103-3;
Загрязнение и пыль на поверхности батареи обогрева БВП слесарная-мастерская.;
Загрязнение и пыль на поверхности вентиляционного оборудования (ЦРД);
Загрязнение и пыль на поверхности вентиляционного оборудования (ЦРД);
Загрязнение и пыль на поверхности вентиляционного оборудования П-1 ПВ(ЦРД);
Загрязнение лотков ливневых стоков опавшей листвой.;
Загрязнение на поверхности пола в помещении приготовления моющего раствора(вода).;
Загрязнение на поверхности сепаратора С-1-4;
"Загрязнение пола в отсеке ""ПКУ"".";
Загрязнение пола в районе насоса Н-20/1 в насосной конденсата.;
Загрязнение пола вблизи насоса Н-26/5;
Загрязнение пола ЗАПТГ ГПА №221;
Загрязнение полов в арматурном блоке печей УПМТ;
Загрязнение трубопровода по ДЭГу в К-1/2.;
Загрязнение, подтёки у насоса Н-6.1.;
Загрязнение, пыль на решетке воздуховода забора воздуха на В-2 (п.3.5.2 чек-лист оператора днг).;
Загрязнение, ржарчина пола возле К1А;
Загрязнения и пыль на поверхности вентиляционного оборудования в ангаре ГПА № 917.;
Загрязнения и пыль на поверхности вентиляционного оборудования ВВ1,ВВ2 ГПА № 912.;
Загрязнения на корпусе ЗРА Г110а;
Загрязнения на корпусе приточного вентилятора П-1 в УПТИГ КЦ-1.;
Загрязнения на метанолопроводе 305 куста в зоне в;
Загрязнения на поверхности АВВ в ЗАТПГ на ГПА-225.;
Загрязнения на полу в МКЦ-1.;
Загрязненная ветошь в техкорпусе насосная метанола возле Н-3.1;
Загрязненная поверхность в УОГ;
Загрязненная поверхность на вентиляционном оборудовании БВП.;
Загрязненная поверхность на вентиляционном оборудовании ЦДМ.;
Загрязненная поверхность пола возле Д-1а/1 в ЦРМ;
Загрязненная поверхность пола возле насосов Н-10 в ЦРМ;
Загрязненная поверхность пола возле Р-1а в ЦРМ;
Загрязненная поверхность станины Н-404-2;
Загрязненная поверхность Ф-401-5;
Загрязненности поверхностей оборудования,пола,конструкций в помещении БТПГ.;
Загрязненность задвижки Д-209.9.;
Загрязненность корпуса П-1 ПЭБ.;
Загрязненность поверхности пола в ЦПГ;
Загрязненность поверхности пола в ЦРД;
Загрязнённость пола в ОД ГПА №211;
"Загрязненность пола в отсеке ""УП""";
"Загрязненность пола в отсеке ""УПА""";
"Загрязненность пола в отсеке ""УПА"".";
Загрязнённость пола в помещении ДКУ.;
Загрязненность пола под Н-2 в ЦДМ.;
Загрязненность пола под насосом Н10А(2) в ЦДМ.;
Загрязненность пола у Ф-402.;
Загрязненные полы в ангаре ГПА№912.;
Загрязненные полы в ангаре ГПА№915.;
"Загрязненные полы в отсеке ""УПА"".";
Загрязненные полы в отсеке ГПА№914.;
Загрязненные полы в укрытия ГПА№912.;
Загрязненные полы по маршруту обхода возле Н-409-1;
Загрязненные скользкие полы по маршруту обхода между шестой и седьмой ниткой технологических трубопроводов, возможность падения работника;
Загрязненный пол в галлерее технологического корпуса;
Загрязненный пол в районе С-3.1-4;
Загрязненный пол возле насосов Н4а/1,2;
Загрязненный пол возле теплообменника Т-3а;
Загрязненный фильтрующий элемент на заточном станке в мастерской УТОБТДА;
Загрязненость корпуса П№-1 в помещении ПЭБ.;
Загрязнены входные/выходные колектора абсорберов;
Загрязнены полы в БПТиИГ между БОИГ и БО.;
Загрязнены полы в компрессорной.;
Загрязнены полы в операторной БППП.;
Загрязнены полы в ЦРМ между насосами Н3А и Н2А.;
Загрязнены приборы ВЭ-16рб в ЦРД К-1.1 стойка КИП.;
Задевание лопастей вентилятора АВО газа №5-1 КЦ-2 за дифузор.;
Задир метала на крышке контейнера с отходами от офисной деятельности. Возможно травмирование работников.;
Задир метала на крышке контейнера ТБО возле входа в ЦРД. Риск травмирования.;
Задир метала обшивки входной двети вахтового транспорта. Возможно травмирование работников.;
Задир провода на УШМ, риск поражения персонала электрическим током;
Задуло снегом уличный пожарный щит №2, доступ ограничен;
Заедает замок в сан.узле БППП.;
Заедает замок на двери аварийного выхода здания АБК МРУ.;
